,response,context,context/0,context/1,context/2,context/3,context/4,context/5
832,"du drar, blir jeg med.",2 Takk for at du prøver. Men hvis,1 Vi kunne trengt deg.,annet land 208 dager i året.,2 Du er min mann. Jeg vil ikke bo i et,være borte fra deg så lenge.,1 Nei. Jeg kan ikke,2 Er du bare vant til å si det?
833,1 Du sa det uten å få brekninger.,"du drar, blir jeg med.",2 Takk for at du prøver. Men hvis,1 Vi kunne trengt deg.,annet land 208 dager i året.,2 Du er min mann. Jeg vil ikke bo i et,være borte fra deg så lenge.,1 Nei. Jeg kan ikke
834,2 Jeg vet det!,1 Du sa det uten å få brekninger.,"du drar, blir jeg med.",2 Takk for at du prøver. Men hvis,1 Vi kunne trengt deg.,annet land 208 dager i året.,2 Du er min mann. Jeg vil ikke bo i et,være borte fra deg så lenge.
835,1 Unnskyld meg?,2 Jeg vet det!,1 Du sa det uten å få brekninger.,"du drar, blir jeg med.",2 Takk for at du prøver. Men hvis,1 Vi kunne trengt deg.,annet land 208 dager i året.,2 Du er min mann. Jeg vil ikke bo i et
836,2 Hvem var det?,1 Unnskyld meg?,2 Jeg vet det!,1 Du sa det uten å få brekninger.,"du drar, blir jeg med.",2 Takk for at du prøver. Men hvis,1 Vi kunne trengt deg.,annet land 208 dager i året.
837,1 Dr. Pilten.,2 Hvem var det?,1 Unnskyld meg?,2 Jeg vet det!,1 Du sa det uten å få brekninger.,"du drar, blir jeg med.",2 Takk for at du prøver. Men hvis,1 Vi kunne trengt deg.
838,2 -Du kan ikke ringe midt på natta.,1 Dr. Pilten.,2 Hvem var det?,1 Unnskyld meg?,2 Jeg vet det!,1 Du sa det uten å få brekninger.,"du drar, blir jeg med.",2 Takk for at du prøver. Men hvis
839,1 -Du høres ut som hans kone!,2 -Du kan ikke ringe midt på natta.,1 Dr. Pilten.,2 Hvem var det?,1 Unnskyld meg?,2 Jeg vet det!,1 Du sa det uten å få brekninger.,"du drar, blir jeg med."
840,2 -Er det noe galt med Emma?,1 -Du høres ut som hans kone!,2 -Du kan ikke ringe midt på natta.,1 Dr. Pilten.,2 Hvem var det?,1 Unnskyld meg?,2 Jeg vet det!,1 Du sa det uten å få brekninger.
841,1 -Selvsagt!,2 -Er det noe galt med Emma?,1 -Du høres ut som hans kone!,2 -Du kan ikke ringe midt på natta.,1 Dr. Pilten.,2 Hvem var det?,1 Unnskyld meg?,2 Jeg vet det!
842,2 Jeg er ikke gal!,1 -Selvsagt!,2 -Er det noe galt med Emma?,1 -Du høres ut som hans kone!,2 -Du kan ikke ringe midt på natta.,1 Dr. Pilten.,2 Hvem var det?,1 Unnskyld meg?
843,1 Hva var det?,2 Jeg er ikke gal!,1 -Selvsagt!,2 -Er det noe galt med Emma?,1 -Du høres ut som hans kone!,2 -Du kan ikke ringe midt på natta.,1 Dr. Pilten.,2 Hvem var det?
844,2 Jeg har fått hikke.,1 Hva var det?,2 Jeg er ikke gal!,1 -Selvsagt!,2 -Er det noe galt med Emma?,1 -Du høres ut som hans kone!,2 -Du kan ikke ringe midt på natta.,1 Dr. Pilten.
845,1 Du kan ikke ringe ham,2 Jeg har fått hikke.,1 Hva var det?,2 Jeg er ikke gal!,1 -Selvsagt!,2 -Er det noe galt med Emma?,1 -Du høres ut som hans kone!,2 -Du kan ikke ringe midt på natta.
846,for enhver filleting.,1 Du kan ikke ringe ham,2 Jeg har fått hikke.,1 Hva var det?,2 Jeg er ikke gal!,1 -Selvsagt!,2 -Er det noe galt med Emma?,1 -Du høres ut som hans kone!
847,2 lkke nå lenger.,for enhver filleting.,1 Du kan ikke ringe ham,2 Jeg har fått hikke.,1 Hva var det?,2 Jeg er ikke gal!,1 -Selvsagt!,2 -Er det noe galt med Emma?
848,Han sparket oss!,2 lkke nå lenger.,for enhver filleting.,1 Du kan ikke ringe ham,2 Jeg har fått hikke.,1 Hva var det?,2 Jeg er ikke gal!,1 -Selvsagt!
849,1 Vi må finne en barnelege!,Han sparket oss!,2 lkke nå lenger.,for enhver filleting.,1 Du kan ikke ringe ham,2 Jeg har fått hikke.,1 Hva var det?,2 Jeg er ikke gal!
850,2 Mia sa at du likte legen,1 Vi må finne en barnelege!,Han sparket oss!,2 lkke nå lenger.,for enhver filleting.,1 Du kan ikke ringe ham,2 Jeg har fått hikke.,1 Hva var det?
851,dere hadde som barn. Hva het han?,2 Mia sa at du likte legen,1 Vi må finne en barnelege!,Han sparket oss!,2 lkke nå lenger.,for enhver filleting.,1 Du kan ikke ringe ham,2 Jeg har fått hikke.
852,1 Dr. Kellerman?,dere hadde som barn. Hva het han?,2 Mia sa at du likte legen,1 Vi må finne en barnelege!,Han sparket oss!,2 lkke nå lenger.,for enhver filleting.,1 Du kan ikke ringe ham
853,Det er neppe lurt.,1 Dr. Kellerman?,dere hadde som barn. Hva het han?,2 Mia sa at du likte legen,1 Vi må finne en barnelege!,Han sparket oss!,2 lkke nå lenger.,for enhver filleting.
854,Dessuten tror jeg han er død.,Det er neppe lurt.,1 Dr. Kellerman?,dere hadde som barn. Hva het han?,2 Mia sa at du likte legen,1 Vi må finne en barnelege!,Han sparket oss!,2 lkke nå lenger.
855,2 Hvorfor skjer alt med meg?!,Dessuten tror jeg han er død.,Det er neppe lurt.,1 Dr. Kellerman?,dere hadde som barn. Hva het han?,2 Mia sa at du likte legen,1 Vi må finne en barnelege!,Han sparket oss!
856,1 l morgen skal vi finne en lege. Men,2 Hvorfor skjer alt med meg?!,Dessuten tror jeg han er død.,Det er neppe lurt.,1 Dr. Kellerman?,dere hadde som barn. Hva het han?,2 Mia sa at du likte legen,1 Vi må finne en barnelege!
857,jeg må tidlig opp og er ikke bra.,1 l morgen skal vi finne en lege. Men,2 Hvorfor skjer alt med meg?!,Dessuten tror jeg han er død.,Det er neppe lurt.,1 Dr. Kellerman?,dere hadde som barn. Hva het han?,2 Mia sa at du likte legen
858,2 Hva mener du?,jeg må tidlig opp og er ikke bra.,1 l morgen skal vi finne en lege. Men,2 Hvorfor skjer alt med meg?!,Dessuten tror jeg han er død.,Det er neppe lurt.,1 Dr. Kellerman?,dere hadde som barn. Hva het han?
859,Er det røde hunder?,2 Hva mener du?,jeg må tidlig opp og er ikke bra.,1 l morgen skal vi finne en lege. Men,2 Hvorfor skjer alt med meg?!,Dessuten tror jeg han er død.,Det er neppe lurt.,1 Dr. Kellerman?
860,"1 Når jeg tenker meg om,",Er det røde hunder?,2 Hva mener du?,jeg må tidlig opp og er ikke bra.,1 l morgen skal vi finne en lege. Men,2 Hvorfor skjer alt med meg?!,Dessuten tror jeg han er død.,Det er neppe lurt.
861,"minner det om røde hunder, ja.","1 Når jeg tenker meg om,",Er det røde hunder?,2 Hva mener du?,jeg må tidlig opp og er ikke bra.,1 l morgen skal vi finne en lege. Men,2 Hvorfor skjer alt med meg?!,Dessuten tror jeg han er død.
862,2 Emma har ikke fått den vaksinen enda.,"minner det om røde hunder, ja.","1 Når jeg tenker meg om,",Er det røde hunder?,2 Hva mener du?,jeg må tidlig opp og er ikke bra.,1 l morgen skal vi finne en lege. Men,2 Hvorfor skjer alt med meg?!
863,1 Å nei.,2 Emma har ikke fått den vaksinen enda.,"minner det om røde hunder, ja.","1 Når jeg tenker meg om,",Er det røde hunder?,2 Hva mener du?,jeg må tidlig opp og er ikke bra.,1 l morgen skal vi finne en lege. Men
864,2 Herregud!,1 Å nei.,2 Emma har ikke fått den vaksinen enda.,"minner det om røde hunder, ja.","1 Når jeg tenker meg om,",Er det røde hunder?,2 Hva mener du?,jeg må tidlig opp og er ikke bra.
865,1 Akkurat den reaksjonen jeg håpet på.,2 Herregud!,1 Å nei.,2 Emma har ikke fått den vaksinen enda.,"minner det om røde hunder, ja.","1 Når jeg tenker meg om,",Er det røde hunder?,2 Hva mener du?
866,2 Har du funnet noen?,1 Akkurat den reaksjonen jeg håpet på.,2 Herregud!,1 Å nei.,2 Emma har ikke fått den vaksinen enda.,"minner det om røde hunder, ja.","1 Når jeg tenker meg om,",Er det røde hunder?
867,Du glemte det ikke?,2 Har du funnet noen?,1 Akkurat den reaksjonen jeg håpet på.,2 Herregud!,1 Å nei.,2 Emma har ikke fått den vaksinen enda.,"minner det om røde hunder, ja.","1 Når jeg tenker meg om,"
868,1 Du vil elske Mary.,Du glemte det ikke?,2 Har du funnet noen?,1 Akkurat den reaksjonen jeg håpet på.,2 Herregud!,1 Å nei.,2 Emma har ikke fått den vaksinen enda.,"minner det om røde hunder, ja."
869,"Hun er glup, søt og morsom.",1 Du vil elske Mary.,Du glemte det ikke?,2 Har du funnet noen?,1 Akkurat den reaksjonen jeg håpet på.,2 Herregud!,1 Å nei.,2 Emma har ikke fått den vaksinen enda.
870,2 Det høres fantastisk ut.,"Hun er glup, søt og morsom.",1 Du vil elske Mary.,Du glemte det ikke?,2 Har du funnet noen?,1 Akkurat den reaksjonen jeg håpet på.,2 Herregud!,1 Å nei.
871,1 -Fortell meg noe om min fyr.,2 Det høres fantastisk ut.,"Hun er glup, søt og morsom.",1 Du vil elske Mary.,Du glemte det ikke?,2 Har du funnet noen?,1 Akkurat den reaksjonen jeg håpet på.,2 Herregud!
872,2 -Nei.,1 -Fortell meg noe om min fyr.,2 Det høres fantastisk ut.,"Hun er glup, søt og morsom.",1 Du vil elske Mary.,Du glemte det ikke?,2 Har du funnet noen?,1 Akkurat den reaksjonen jeg håpet på.
873,1 Gi meg noe.,2 -Nei.,1 -Fortell meg noe om min fyr.,2 Det høres fantastisk ut.,"Hun er glup, søt og morsom.",1 Du vil elske Mary.,Du glemte det ikke?,2 Har du funnet noen?
874,Hva heter han?,1 Gi meg noe.,2 -Nei.,1 -Fortell meg noe om min fyr.,2 Det høres fantastisk ut.,"Hun er glup, søt og morsom.",1 Du vil elske Mary.,Du glemte det ikke?
875,2 -Mike.,Hva heter han?,1 Gi meg noe.,2 -Nei.,1 -Fortell meg noe om min fyr.,2 Det høres fantastisk ut.,"Hun er glup, søt og morsom.",1 Du vil elske Mary.
876,1 - Og etternavnet hans?,2 -Mike.,Hva heter han?,1 Gi meg noe.,2 -Nei.,1 -Fortell meg noe om min fyr.,2 Det høres fantastisk ut.,"Hun er glup, søt og morsom."
877,2 Er romantikken blottet for mystikk,1 - Og etternavnet hans?,2 -Mike.,Hva heter han?,1 Gi meg noe.,2 -Nei.,1 -Fortell meg noe om min fyr.,2 Det høres fantastisk ut.
878,nå for tiden?,2 Er romantikken blottet for mystikk,1 - Og etternavnet hans?,2 -Mike.,Hva heter han?,1 Gi meg noe.,2 -Nei.,1 -Fortell meg noe om min fyr.
879,1 Greit. Da ser vi deg og Mike,nå for tiden?,2 Er romantikken blottet for mystikk,1 - Og etternavnet hans?,2 -Mike.,Hva heter han?,1 Gi meg noe.,2 -Nei.
880,på restauranten om et par timer.,1 Greit. Da ser vi deg og Mike,nå for tiden?,2 Er romantikken blottet for mystikk,1 - Og etternavnet hans?,2 -Mike.,Hva heter han?,1 Gi meg noe.
881,2 Jeg kjenner ingen Mike!,på restauranten om et par timer.,1 Greit. Da ser vi deg og Mike,nå for tiden?,2 Er romantikken blottet for mystikk,1 - Og etternavnet hans?,2 -Mike.,Hva heter han?
882,Hvorfor kunne jeg ikke ha sagt. .?,2 Jeg kjenner ingen Mike!,på restauranten om et par timer.,1 Greit. Da ser vi deg og Mike,nå for tiden?,2 Er romantikken blottet for mystikk,1 - Og etternavnet hans?,2 -Mike.
883,1 Det er ingen gutter her!,Hvorfor kunne jeg ikke ha sagt. .?,2 Jeg kjenner ingen Mike!,på restauranten om et par timer.,1 Greit. Da ser vi deg og Mike,nå for tiden?,2 Er romantikken blottet for mystikk,1 - Og etternavnet hans?
884,2 Det er umulig å finne en god lege.,1 Det er ingen gutter her!,Hvorfor kunne jeg ikke ha sagt. .?,2 Jeg kjenner ingen Mike!,på restauranten om et par timer.,1 Greit. Da ser vi deg og Mike,nå for tiden?,2 Er romantikken blottet for mystikk
885,1 Hvordan skiller man de gode legene fra de dårlige?,2 Det er umulig å finne en god lege.,1 Det er ingen gutter her!,Hvorfor kunne jeg ikke ha sagt. .?,2 Jeg kjenner ingen Mike!,på restauranten om et par timer.,1 Greit. Da ser vi deg og Mike,nå for tiden?
886,2 -Unnskyld meg?,1 Hvordan skiller man de gode legene fra de dårlige?,2 Det er umulig å finne en god lege.,1 Det er ingen gutter her!,Hvorfor kunne jeg ikke ha sagt. .?,2 Jeg kjenner ingen Mike!,på restauranten om et par timer.,1 Greit. Da ser vi deg og Mike
887,1 -Jeg vet hva hun mener.,2 -Unnskyld meg?,1 Hvordan skiller man de gode legene fra de dårlige?,2 Det er umulig å finne en god lege.,1 Det er ingen gutter her!,Hvorfor kunne jeg ikke ha sagt. .?,2 Jeg kjenner ingen Mike!,på restauranten om et par timer.
888,2 Vi trenger en ny barnelege. Jeg tror,1 -Jeg vet hva hun mener.,2 -Unnskyld meg?,1 Hvordan skiller man de gode legene fra de dårlige?,2 Det er umulig å finne en god lege.,1 Det er ingen gutter her!,Hvorfor kunne jeg ikke ha sagt. .?,2 Jeg kjenner ingen Mike!
889,han smittet Emma med noe i går.,2 Vi trenger en ny barnelege. Jeg tror,1 -Jeg vet hva hun mener.,2 -Unnskyld meg?,1 Hvordan skiller man de gode legene fra de dårlige?,2 Det er umulig å finne en god lege.,1 Det er ingen gutter her!,Hvorfor kunne jeg ikke ha sagt. .?
890,1 -Gå til dr. Kellerman.,han smittet Emma med noe i går.,2 Vi trenger en ny barnelege. Jeg tror,1 -Jeg vet hva hun mener.,2 -Unnskyld meg?,1 Hvordan skiller man de gode legene fra de dårlige?,2 Det er umulig å finne en god lege.,1 Det er ingen gutter her!
891,2 -Ross sa at han var død.,1 -Gå til dr. Kellerman.,han smittet Emma med noe i går.,2 Vi trenger en ny barnelege. Jeg tror,1 -Jeg vet hva hun mener.,2 -Unnskyld meg?,1 Hvordan skiller man de gode legene fra de dårlige?,2 Det er umulig å finne en god lege.
892,1 l forrige uke hadde han det bra.,2 -Ross sa at han var død.,1 -Gå til dr. Kellerman.,han smittet Emma med noe i går.,2 Vi trenger en ny barnelege. Jeg tror,1 -Jeg vet hva hun mener.,2 -Unnskyld meg?,1 Hvordan skiller man de gode legene fra de dårlige?
893,Datteren derimot. . .,1 l forrige uke hadde han det bra.,2 -Ross sa at han var død.,1 -Gå til dr. Kellerman.,han smittet Emma med noe i går.,2 Vi trenger en ny barnelege. Jeg tror,1 -Jeg vet hva hun mener.,2 -Unnskyld meg?
894,En overdose botox.,Datteren derimot. . .,1 l forrige uke hadde han det bra.,2 -Ross sa at han var død.,1 -Gå til dr. Kellerman.,han smittet Emma med noe i går.,2 Vi trenger en ny barnelege. Jeg tror,1 -Jeg vet hva hun mener.
895,2 Da tar jeg Emma med til ham.,En overdose botox.,Datteren derimot. . .,1 l forrige uke hadde han det bra.,2 -Ross sa at han var død.,1 -Gå til dr. Kellerman.,han smittet Emma med noe i går.,2 Vi trenger en ny barnelege. Jeg tror
896,Hvorfor sa David at han var død?,2 Da tar jeg Emma med til ham.,En overdose botox.,Datteren derimot. . .,1 l forrige uke hadde han det bra.,2 -Ross sa at han var død.,1 -Gå til dr. Kellerman.,han smittet Emma med noe i går.
897,1 Han blandet ham vel,Hvorfor sa David at han var død?,2 Da tar jeg Emma med til ham.,En overdose botox.,Datteren derimot. . .,1 l forrige uke hadde han det bra.,2 -Ross sa at han var død.,1 -Gå til dr. Kellerman.
898,med barnepsykologen.,1 Han blandet ham vel,Hvorfor sa David at han var død?,2 Da tar jeg Emma med til ham.,En overdose botox.,Datteren derimot. . .,1 l forrige uke hadde han det bra.,2 -Ross sa at han var død.
899,Han hadde grusomme mareritt.,med barnepsykologen.,1 Han blandet ham vel,Hvorfor sa David at han var død?,2 Da tar jeg Emma med til ham.,En overdose botox.,Datteren derimot. . .,1 l forrige uke hadde han det bra.
900,2 Om hva da?,Han hadde grusomme mareritt.,med barnepsykologen.,1 Han blandet ham vel,Hvorfor sa David at han var død?,2 Da tar jeg Emma med til ham.,En overdose botox.,Datteren derimot. . .
901,1 At jeg ville spise ham.,2 Om hva da?,Han hadde grusomme mareritt.,med barnepsykologen.,1 Han blandet ham vel,Hvorfor sa David at han var død?,2 Da tar jeg Emma med til ham.,En overdose botox.
902,"2 Jaså, vil du det? ",1 At jeg ville spise ham.,2 Om hva da?,Han hadde grusomme mareritt.,med barnepsykologen.,1 Han blandet ham vel,Hvorfor sa David at han var død?,2 Da tar jeg Emma med til ham.
903,1. Jeg vil helst slippe.,"2 Jaså, vil du det? ",1 At jeg ville spise ham.,2 Om hva da?,Han hadde grusomme mareritt.,med barnepsykologen.,1 Han blandet ham vel,Hvorfor sa David at han var død?
904,2 Ok.,1. Jeg vil helst slippe.,"2 Jaså, vil du det? ",1 At jeg ville spise ham.,2 Om hva da?,Han hadde grusomme mareritt.,med barnepsykologen.,1 Han blandet ham vel
905,1 Jeg fatter ikke at jeg gjør dette.,2 Ok.,1. Jeg vil helst slippe.,"2 Jaså, vil du det? ",1 At jeg ville spise ham.,2 Om hva da?,Han hadde grusomme mareritt.,med barnepsykologen.
906,2 Jeg har nettopp avsluttet,1 Jeg fatter ikke at jeg gjør dette.,2 Ok.,1. Jeg vil helst slippe.,"2 Jaså, vil du det? ",1 At jeg ville spise ham.,2 Om hva da?,Han hadde grusomme mareritt.
907,et niårig forhold.,2 Jeg har nettopp avsluttet,1 Jeg fatter ikke at jeg gjør dette.,2 Ok.,1. Jeg vil helst slippe.,"2 Jaså, vil du det? ",1 At jeg ville spise ham.,2 Om hva da?
908,1 Det går nok bra.,et niårig forhold.,2 Jeg har nettopp avsluttet,1 Jeg fatter ikke at jeg gjør dette.,2 Ok.,1. Jeg vil helst slippe.,"2 Jaså, vil du det? ",1 At jeg ville spise ham.
909,Bare lat som om du er Mike.,1 Det går nok bra.,et niårig forhold.,2 Jeg har nettopp avsluttet,1 Jeg fatter ikke at jeg gjør dette.,2 Ok.,1. Jeg vil helst slippe.,"2 Jaså, vil du det? "
910,2 -Jeg er Mike.,Bare lat som om du er Mike.,1 Det går nok bra.,et niårig forhold.,2 Jeg har nettopp avsluttet,1 Jeg fatter ikke at jeg gjør dette.,2 Ok.,1. Jeg vil helst slippe.
911,1 -Flink gutt.,2 -Jeg er Mike.,Bare lat som om du er Mike.,1 Det går nok bra.,et niårig forhold.,2 Jeg har nettopp avsluttet,1 Jeg fatter ikke at jeg gjør dette.,2 Ok.
912,2 Her kommer de.,1 -Flink gutt.,2 -Jeg er Mike.,Bare lat som om du er Mike.,1 Det går nok bra.,et niårig forhold.,2 Jeg har nettopp avsluttet,1 Jeg fatter ikke at jeg gjør dette.
913,"1 John, dette er Mary Jenkins.",2 Her kommer de.,1 -Flink gutt.,2 -Jeg er Mike.,Bare lat som om du er Mike.,1 Det går nok bra.,et niårig forhold.,2 Jeg har nettopp avsluttet
914,"2 Hei, John. Jeg heter Mary Jenkins. ","1 John, dette er Mary Jenkins.",2 Her kommer de.,1 -Flink gutt.,2 -Jeg er Mike.,Bare lat som om du er Mike.,1 Det går nok bra.,et niårig forhold.
915,Hvordan kjenner du,"2 Hei, John. Jeg heter Mary Jenkins. ","1 John, dette er Mary Jenkins.",2 Her kommer de.,1 -Flink gutt.,2 -Jeg er Mike.,Bare lat som om du er Mike.,1 Det går nok bra.
916,og John hverandre?,Hvordan kjenner du,"2 Hei, John. Jeg heter Mary Jenkins. ","1 John, dette er Mary Jenkins.",2 Her kommer de.,1 -Flink gutt.,2 -Jeg er Mike.,Bare lat som om du er Mike.
917,1 Hvordan vi kjenner hverandre?,og John hverandre?,Hvordan kjenner du,"2 Hei, John. Jeg heter Mary Jenkins. ","1 John, dette er Mary Jenkins.",2 Her kommer de.,1 -Flink gutt.,2 -Jeg er Mike.
918,Hadde jeg hatt ei krone,1 Hvordan vi kjenner hverandre?,og John hverandre?,Hvordan kjenner du,"2 Hei, John. Jeg heter Mary Jenkins. ","1 John, dette er Mary Jenkins.",2 Her kommer de.,1 -Flink gutt.
919,for hver gang noen spurte om det. . .,Hadde jeg hatt ei krone,1 Hvordan vi kjenner hverandre?,og John hverandre?,Hvordan kjenner du,"2 Hei, John. Jeg heter Mary Jenkins. ","1 John, dette er Mary Jenkins.",2 Her kommer de.
920,2 -Fra skolen.,for hver gang noen spurte om det. . .,Hadde jeg hatt ei krone,1 Hvordan vi kjenner hverandre?,og John hverandre?,Hvordan kjenner du,"2 Hei, John. Jeg heter Mary Jenkins. ","1 John, dette er Mary Jenkins."
921,-Vi møttes på college.,2 -Fra skolen.,for hver gang noen spurte om det. . .,Hadde jeg hatt ei krone,1 Hvordan vi kjenner hverandre?,og John hverandre?,Hvordan kjenner du,"2 Hei, John. Jeg heter Mary Jenkins. "
922,"High school, mener jeg.",-Vi møttes på college.,2 -Fra skolen.,for hver gang noen spurte om det. . .,Hadde jeg hatt ei krone,1 Hvordan vi kjenner hverandre?,og John hverandre?,Hvordan kjenner du
923,"1 Dere er gamle kjente, altså.","High school, mener jeg.",-Vi møttes på college.,2 -Fra skolen.,for hver gang noen spurte om det. . .,Hadde jeg hatt ei krone,1 Hvordan vi kjenner hverandre?,og John hverandre?
924,"2 Ja, det stemmer.","1 Dere er gamle kjente, altså.","High school, mener jeg.",-Vi møttes på college.,2 -Fra skolen.,for hver gang noen spurte om det. . .,Hadde jeg hatt ei krone,1 Hvordan vi kjenner hverandre?
925,1 -Hva gjør du nå?,"2 Ja, det stemmer.","1 Dere er gamle kjente, altså.","High school, mener jeg.",-Vi møttes på college.,2 -Fra skolen.,for hver gang noen spurte om det. . .,Hadde jeg hatt ei krone
926,2 -Jeg er advokat.,1 -Hva gjør du nå?,"2 Ja, det stemmer.","1 Dere er gamle kjente, altså.","High school, mener jeg.",-Vi møttes på college.,2 -Fra skolen.,for hver gang noen spurte om det. . .
927,Men jeg har nettopp avviklet praksisen.,2 -Jeg er advokat.,1 -Hva gjør du nå?,"2 Ja, det stemmer.","1 Dere er gamle kjente, altså.","High school, mener jeg.",-Vi møttes på college.,2 -Fra skolen.
928,1 -Hva? Du pleier å fortelle meg slikt.,Men jeg har nettopp avviklet praksisen.,2 -Jeg er advokat.,1 -Hva gjør du nå?,"2 Ja, det stemmer.","1 Dere er gamle kjente, altså.","High school, mener jeg.",-Vi møttes på college.
929,2 Jeg har drømt om å spille piano.,1 -Hva? Du pleier å fortelle meg slikt.,Men jeg har nettopp avviklet praksisen.,2 -Jeg er advokat.,1 -Hva gjør du nå?,"2 Ja, det stemmer.","1 Dere er gamle kjente, altså.","High school, mener jeg."
